fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern
D1,,,,,36.066012045635965,129.35394033295356,956.5765288749642,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066012045635965,129.35450851477174,954.5667642471994,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066012045635965,129.35507669658992,951.5826020819467,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066012045635965,129.3556448784081,947.658609373291,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066012045635965,129.35621306022628,942.8378046500142,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066012045635965,129.35678124204446,937.1695309333687,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066012045635965,129.35734942386264,930.7072973860884,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066012045635965,129.35791760568083,923.5067679830444,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.358485787499,915.6240191577044,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.3590539693172,907.1141296210907,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.35962215113537,898.0301155512968,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.36019033295355,888.4221885000906,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.36075851477173,878.3372922097726,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.3613266965899,867.818865668793,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.3618948784081,856.9067795963438,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.36246306022628,845.6373986619153,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.36303124204446,834.0437293528161,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.36359942386264,822.1556216063897,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066012045635965,129.36416760568082,809.9999999999093,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.34200851477172,817.5949454877913,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.3425766965899,829.9999999999076,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.34314487840808,842.1486094166887,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.34371306022626,854.0137590257252,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.34428124204445,865.5652775153776,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.34484942386263,876.7695377567547,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.3454176056808,887.5891754446467,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.345985787499,897.9828509248396,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.34655396931717,907.9050893452991,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.34712215113535,917.3062455871622,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.34769033295353,926.1326521900937,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.34825851477171,934.3270185592885,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.3488266965899,941.8291546329849,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.34939487840808,948.5770869904654,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.34996306022626,954.5086143392423,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35053124204444,959.5633074178654,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35109942386262,963.6848940402009,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.3516676056808,966.8238885981149,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35223578749898,968.9402414720906,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35280396931716,970.0057206098261,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35337215113537,970.0057206098261,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35394033295356,968.9402414720906,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35450851477174,966.8238885981149,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35507669658992,963.6848940402009,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.3556448784081,959.5633074178654,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35621306022628,954.5086143392423,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35678124204446,948.5770869904654,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35734942386264,941.8291546329849,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.35791760568083,934.3270185592885,,,,,16.0,342.0,,,,,20,
D1,,,,,36.066462496086416,129.358485787499,926.1326521900937,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.3590539693172,917.3062455871622,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.35962215113537,907.9050893452991,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.36019033295355,897.9828509248396,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.36075851477173,887.5891754446467,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.3613266965899,876.7695377567547,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.3618948784081,865.5652775153776,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.36246306022628,854.0137590257252,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.36303124204446,842.1486094166887,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.36359942386264,829.9999999999076,,,,,16.0,342.0,,,,,20,
NF,,,,,36.066462496086416,129.36416760568082,817.5949454877913,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.34200851477172,824.9319955339544,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.3425766965899,837.5881041442973,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.34314487840808,849.9999999999059,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.34371306022626,862.1407671808195,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.34428124204445,873.9801143165915,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.34484942386263,885.4840004393444,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.3454176056808,896.6142627660092,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.345985787499,907.3282716196455,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.34655396931717,917.578649730524,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.34712215113535,927.3131080493926,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.34769033295353,936.4744671685711,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.34825851477171,945.0009503444121,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.3488266965899,952.8268468154853,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.34939487840808,959.8836460299792,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.34996306022626,966.1017257624692,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35053124204444,971.4126307131293,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35109942386262,975.7518973046876,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.3516676056808,979.062268532148,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35223578749898,981.2970181533135,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35280396931716,982.4230002737843,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35337215113537,982.4230002737843,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35394033295356,981.2970181533135,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35450851477174,979.062268532148,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35507669658992,975.7518973046876,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.3556448784081,971.4126307131293,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35621306022628,966.1017257624692,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35678124204446,959.8836460299792,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35734942386264,952.8268468154853,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.35791760568083,945.0009503444121,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.358485787499,936.4744671685711,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06691294653687,129.3590539693172,927.3131080493926,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.35962215113537,917.578649730524,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.36019033295355,907.3282716196455,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.36075851477173,896.6142627660092,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.3613266965899,885.4840004393444,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.3618948784081,873.9801143165915,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.36246306022628,862.1407671808195,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.36303124204446,849.9999999999059,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.36359942386264,837.5881041442973,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06691294653687,129.36416760568082,824.9319955339544,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.34200851477172,831.9957245179892,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.3425766965899,844.9035045841445,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.34314487840808,857.580463759785,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.34371306022626,869.9999999999042,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.34428124204445,882.1319382826882,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.34484942386263,893.9420761056228,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.3454176056808,905.3917103068718,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.345985787499,916.4371685286626,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.34655396931717,927.0293827406838,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.34712215113535,937.1135609420292,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.34769033295353,946.6290362867392,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.34825851477171,955.5093986997639,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.3488266965899,963.6830381583378,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.34939487840808,971.074242945984,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.34996306022626,977.6049877128688,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35053124204444,983.1974995614897,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35109942386262,987.7775922261143,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.3516676056808,991.2786067863223,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35223578749898,993.6456129191091,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35280396931716,994.8393565793875,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35337215113537,994.8393565793875,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35394033295356,993.6456129191091,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35450851477174,991.2786067863223,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35507669658992,987.7775922261143,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.3556448784081,983.1974995614897,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35621306022628,977.6049877128688,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35678124204446,971.074242945984,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35734942386264,963.6830381583378,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35791760568083,955.5093986997639,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.358485787499,946.6290362867392,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.3590539693172,937.1135609420292,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06736339698732,129.35962215113537,927.0293827406838,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.36019033295355,916.4371685286626,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.36075851477173,905.3917103068718,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.3613266965899,893.9420761056228,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.3618948784081,882.1319382826882,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.36246306022628,869.9999999999042,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.36303124204446,857.580463759785,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.36359942386264,844.9035045841445,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06736339698732,129.36416760568082,831.9957245179892,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.34200851477172,838.770097980276,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.3425766965899,851.929006671394,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.34314487840808,864.8716154380479,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.34371306022626,877.57187569909,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.34428124204445,889.9999999999023,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.34484942386263,902.1219240718174,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.3454176056808,913.8987247563375,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.345985787499,925.2860128566771,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.34655396931717,936.2333356410029,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.34712215113535,946.6836460456609,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.34769033295353,956.5729255133556,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.34825851477171,965.8300842031779,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.3488266965899,974.3773021298314,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.34939487840808,982.1310082115995,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.34996306022626,989.0037042260386,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35053124204444,994.9068028028964,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35109942386262,999.7545363772623,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.3516676056808,1003.4687929991818,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35223578749898,1005.9844634889517,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35280396931716,1007.2546110826527,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35337215113537,1007.2546110826527,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35394033295356,1005.9844634889517,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35450851477174,1003.4687929991818,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35507669658992,999.7545363772623,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.3556448784081,994.9068028028964,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35621306022628,989.0037042260386,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35678124204446,982.1310082115995,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35734942386264,974.3773021298314,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35791760568083,965.8300842031779,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.358485787499,956.5729255133556,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.3590539693172,946.6836460456609,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.35962215113537,936.2333356410029,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06781384743777,129.36019033295355,925.2860128566771,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.36075851477173,913.8987247563375,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.3613266965899,902.1219240718174,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.3618948784081,889.9999999999023,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.36246306022628,877.57187569909,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.36303124204446,864.8716154380479,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.36359942386264,851.929006671394,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06781384743777,129.36416760568082,838.770097980276,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.34200851477172,845.2385393048437,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.3425766965899,858.646710462395,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.34314487840808,871.854169582356,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.34371306022626,884.8356821885058,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.34428124204445,897.5621520354273,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.34484942386263,909.9999999999008,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.3454176056808,922.1104687516433,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.345985787499,933.848865090597,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.34655396931717,945.1637680618132,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.34712215113535,955.9962560490076,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.34769033295353,966.279242525385,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.34825851477171,975.9370594103696,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.3488266965899,984.8854870642269,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.34939487840808,993.0324917667616,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.34996306022626,1000.2799741845738,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35053124204444,1006.5268199002469,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35109942386262,1011.6734283674589,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.3516676056808,1015.627639797664,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35223578749898,1018.3115846041599,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35280396931716,1019.6685362165522,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35337215113537,1019.6685362165522,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35394033295356,1018.3115846041599,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35450851477174,1015.627639797664,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35507669658992,1011.6734283674589,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.3556448784081,1006.5268199002469,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35621306022628,1000.2799741845738,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35678124204446,993.0324917667616,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35734942386264,984.8854870642269,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35791760568083,975.9370594103696,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.358485787499,966.279242525385,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.3590539693172,955.9962560490076,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.35962215113537,945.1637680618132,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.36019033295355,933.848865090597,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06826429788822,129.36075851477173,922.1104687516433,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.3613266965899,909.9999999999008,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.3618948784081,897.5621520354273,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.36246306022628,884.8356821885058,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.36303124204446,871.854169582356,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.36359942386264,858.646710462395,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06826429788822,129.36416760568082,845.2385393048437,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.34200851477172,851.3840187008288,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.3425766965899,865.0380966426671,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.34314487840808,878.5080180733765,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.34371306022626,891.7696386722947,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.34428124204445,904.7948843531583,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.34484942386263,917.5510516523724,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.3454176056808,929.9999999998989,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.345985787499,942.0972372459215,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.34655396931717,953.7909150110895,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.34712215113535,965.0207764828458,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.34769033295353,975.7171408753424,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.34825851477171,985.800070568883,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.3488266965899,995.1789510372089,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.34939487840808,1003.7528143210741,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.34996306022626,1011.4118319344034,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35053124204444,1018.0404444923688,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35109942386262,1023.5225056685985,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.3516676056808,1027.7485105167357,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35223578749898,1030.6244152432985,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35280396931716,1032.0808371480366,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35337215113537,1032.0808371480366,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35394033295356,1030.6244152432985,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35450851477174,1027.7485105167357,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35507669658992,1023.5225056685985,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.3556448784081,1018.0404444923688,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35621306022628,1011.4118319344034,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35678124204446,1003.7528143210741,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35734942386264,995.1789510372089,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35791760568083,985.800070568883,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.358485787499,975.7171408753424,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.3590539693172,965.0207764828458,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.35962215113537,953.7909150110895,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.36019033295355,942.0972372459215,,,,,16.0,342.0,,,,,20,
D1,,,,,36.06871474833867,129.36075851477173,929.9999999998989,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.3613266965899,917.5510516523724,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.3618948784081,904.7948843531583,,,,,16.0,342.0,,,,,20,
NF,,,,,36.06871474833867,129.36246306022628,891.7696386722947,,,,,16.0,342.0,,,,,20,
